Time[s], Motor_J17_P1, MPF_J23_P2, PaperIn_J27_P5, Duplex_J27_P2, Exit_J14_P2, Narrow_J11_P2, Channel 6, Channel 7
0.455401708333333, 0, 1, 1, 1, 1, 1, 1, 1
0.458157166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.460740375000000, 0, 1, 1, 1, 1, 1, 1, 1
0.463515166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.466125625000000, 0, 1, 1, 1, 1, 1, 1, 1
0.468876500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.471492333333333, 0, 1, 1, 1, 1, 1, 1, 1
0.474259166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.476877333333333, 0, 1, 1, 1, 1, 1, 1, 1
0.479658250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.482218375000000, 0, 1, 1, 1, 1, 1, 1, 1
0.484971458333333, 1, 1, 1, 1, 1, 1, 1, 1
0.487554541666667, 0, 1, 1, 1, 1, 1, 1, 1
0.490330416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.492944791666667, 0, 1, 1, 1, 1, 1, 1, 1
0.495697333333333, 1, 1, 1, 1, 1, 1, 1, 1
0.498312541666667, 0, 1, 1, 1, 1, 1, 1, 1
0.501080208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.503702291666667, 0, 1, 1, 1, 1, 1, 1, 1
0.506482250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.509040875000000, 0, 1, 1, 1, 1, 1, 1, 1
0.511795166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.514376041666667, 0, 1, 1, 1, 1, 1, 1, 1
0.517149416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.519762666666667, 0, 1, 1, 1, 1, 1, 1, 1
0.522512833333333, 1, 1, 1, 1, 1, 1, 1, 1
0.525131208333333, 0, 1, 1, 1, 1, 1, 1, 1
0.527897375000000, 1, 1, 1, 1, 1, 1, 1, 1
0.530513625000000, 0, 1, 1, 1, 1, 1, 1, 1
0.533299625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.535860875000000, 0, 1, 1, 1, 1, 1, 1, 1
0.538607250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.541187916666667, 0, 1, 1, 1, 1, 1, 1, 1
0.543956916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.546566083333333, 0, 1, 1, 1, 1, 1, 1, 1
0.549323541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.551933416666667, 0, 1, 1, 1, 1, 1, 1, 1
0.554707083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.557319333333333, 0, 1, 1, 1, 1, 1, 1, 1
0.560104583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.562661041666667, 0, 1, 1, 1, 1, 1, 1, 1
0.565417833333333, 1, 1, 1, 1, 1, 1, 1, 1
0.567996166666667, 0, 1, 1, 1, 1, 1, 1, 1
0.570775791666667, 1, 1, 1, 1, 1, 1, 1, 1
0.573383000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.576141083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.578749625000000, 0, 1, 1, 1, 1, 1, 1, 1
0.581518958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.584138166666667, 0, 1, 1, 1, 1, 1, 1, 1
0.586921750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.589479125000000, 0, 1, 1, 1, 1, 1, 1, 1
0.592235333333333, 1, 1, 1, 1, 1, 1, 1, 1
0.594814625000000, 0, 1, 1, 1, 1, 1, 1, 1
0.597592750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.600202125000000, 0, 1, 1, 1, 1, 1, 1, 1
0.602956583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.605569958333333, 0, 1, 1, 1, 1, 1, 1, 1
0.608338625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.610956875000000, 0, 1, 1, 1, 1, 1, 1, 1
0.613739125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.616300250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.619054500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.621635208333333, 0, 1, 1, 1, 1, 1, 1, 1
0.624412000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.627025208333333, 0, 1, 1, 1, 1, 1, 1, 1
0.629775583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.632388958333333, 0, 1, 1, 1, 1, 1, 1, 1
0.635158666666667, 1, 1, 1, 1, 1, 1, 1, 1
0.637774375000000, 0, 1, 1, 1, 1, 1, 1, 1
0.640557000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.643119500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.645868541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.648453166666667, 0, 1, 1, 1, 1, 1, 1, 1
0.651226250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.653842500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.656592166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.659209791666667, 0, 1, 1, 1, 1, 1, 1, 1
0.661974666666667, 1, 1, 1, 1, 1, 1, 1, 1
0.664590541666667, 0, 1, 1, 1, 1, 1, 1, 1
0.667375958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.669939166666667, 0, 1, 1, 1, 1, 1, 1, 1
0.672686916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.675273625000000, 0, 1, 1, 1, 1, 1, 1, 1
0.678045000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.680653583333333, 0, 1, 1, 1, 1, 1, 1, 1
0.683408625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.686021916666667, 0, 1, 1, 1, 1, 1, 1, 1
0.688790875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.691405750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.694191541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.696748750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.699503625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.702083875000000, 0, 1, 1, 1, 1, 1, 1, 1
0.704861791666667, 1, 1, 1, 1, 1, 1, 1, 1
0.707471791666667, 0, 1, 1, 1, 1, 1, 1, 1
0.710229250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.712837583333333, 0, 1, 1, 1, 1, 1, 1, 1
0.715610583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.718225375000000, 0, 1, 1, 1, 1, 1, 1, 1
0.721010833333333, 1, 1, 1, 1, 1, 1, 1, 1
0.723565666666667, 0, 1, 1, 1, 1, 1, 1, 1
0.726323625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.728901916666667, 0, 1, 1, 1, 1, 1, 1, 1
0.731682791666667, 1, 1, 1, 1, 1, 1, 1, 1
0.734290041666667, 0, 1, 1, 1, 1, 1, 1, 1
0.737050541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.739658541666667, 0, 1, 1, 1, 1, 1, 1, 1
0.742429750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.745045541666667, 0, 1, 1, 1, 1, 1, 1, 1
0.747832541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.750387375000000, 0, 1, 1, 1, 1, 1, 1, 1
0.753144250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.755722208333333, 0, 1, 1, 1, 1, 1, 1, 1
0.758503541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.761110541666667, 0, 1, 1, 1, 1, 1, 1, 1
0.763866208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.766478041666667, 0, 1, 1, 1, 1, 1, 1, 1
0.769247750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.771863333333333, 0, 1, 1, 1, 1, 1, 1, 1
0.774646583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.777205791666667, 0, 1, 1, 1, 1, 1, 1, 1
0.779962083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.782541583333333, 0, 1, 1, 1, 1, 1, 1, 1
0.785316625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.787929291666667, 0, 1, 1, 1, 1, 1, 1, 1
0.790683875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.793296541666667, 0, 1, 1, 1, 1, 1, 1, 1
0.796065291666667, 1, 1, 1, 1, 1, 1, 1, 1
0.798681458333333, 0, 1, 1, 1, 1, 1, 1, 1
0.801463916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.804024833333333, 0, 1, 1, 1, 1, 1, 1, 1
0.806775666666667, 1, 1, 1, 1, 1, 1, 1, 1
0.809361125000000, 0, 1, 1, 1, 1, 1, 1, 1
0.812132625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.814747166666667, 0, 1, 1, 1, 1, 1, 1, 1
0.817498708333333, 1, 1, 1, 1, 1, 1, 1, 1
0.820116375000000, 0, 1, 1, 1, 1, 1, 1, 1
0.822883000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.825499208333333, 0, 1, 1, 1, 1, 1, 1, 1
0.828283250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.830845208333333, 0, 1, 1, 1, 1, 1, 1, 1
0.833591375000000, 1, 1, 1, 1, 1, 1, 1, 1
0.836179041666667, 0, 1, 1, 1, 1, 1, 1, 1
0.838951166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.841564208333333, 0, 1, 1, 1, 1, 1, 1, 1
0.844316625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.846932083333333, 0, 1, 1, 1, 1, 1, 1, 1
0.849700666666667, 1, 1, 1, 1, 1, 1, 1, 1
0.852315166666667, 0, 1, 1, 1, 1, 1, 1, 1
0.855102291666667, 1, 1, 1, 1, 1, 1, 1, 1
0.857662708333333, 0, 1, 1, 1, 1, 1, 1, 1
0.860413583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.863000166666667, 0, 1, 1, 1, 1, 1, 1, 1
0.865771083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.868381666666667, 0, 1, 1, 1, 1, 1, 1, 1
0.871138208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.873749708333333, 0, 1, 1, 1, 1, 1, 1, 1
0.876519208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.879135416666667, 0, 1, 1, 1, 1, 1, 1, 1
0.881921000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.884476166666667, 0, 1, 1, 1, 1, 1, 1, 1
0.887231208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.889810291666667, 0, 1, 1, 1, 1, 1, 1, 1
0.892589166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.895197666666667, 0, 1, 1, 1, 1, 1, 1, 1
0.897955166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.900563833333333, 0, 1, 1, 1, 1, 1, 1, 1
0.903334583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.905951791666667, 0, 1, 1, 1, 1, 1, 1, 1
0.908737250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.911292750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.914050791666667, 1, 1, 1, 1, 1, 1, 1, 1
0.916628833333333, 0, 1, 1, 1, 1, 1, 1, 1
0.919409000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.922016708333333, 0, 1, 1, 1, 1, 1, 1, 1
0.924773500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.927382791666667, 0, 1, 1, 1, 1, 1, 1, 1
0.930154083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.932772541666667, 0, 1, 1, 1, 1, 1, 1, 1
0.935558500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.938114166666667, 0, 1, 1, 1, 1, 1, 1, 1
0.940870625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.943449958333333, 0, 1, 1, 1, 1, 1, 1, 1
0.946228208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.948837750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.951596625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.954204958333333, 0, 1, 1, 1, 1, 1, 1, 1
0.956972666666667, 1, 1, 1, 1, 1, 1, 1, 1
0.959592041666667, 0, 1, 1, 1, 1, 1, 1, 1
0.962376416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.964932916666667, 0, 1, 1, 1, 1, 1, 1, 1
0.967685375000000, 1, 1, 1, 1, 1, 1, 1, 1
0.970267750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.973043166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.975655958333333, 0, 1, 1, 1, 1, 1, 1, 1
0.978406916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.981022125000000, 0, 1, 1, 1, 1, 1, 1, 1
0.983790375000000, 1, 1, 1, 1, 1, 1, 1, 1
0.986408333333333, 0, 1, 1, 1, 1, 1, 1, 1
0.989191416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.991751875000000, 0, 1, 1, 1, 1, 1, 1, 1
0.994501333333333, 1, 1, 1, 1, 1, 1, 1, 1
0.997087291666667, 0, 1, 1, 1, 1, 1, 1, 1
0.999860625000000, 1, 1, 1, 1, 1, 1, 1, 1
1.002476583333333, 0, 1, 1, 1, 1, 1, 1, 1
1.005225875000000, 1, 1, 1, 1, 1, 1, 1, 1
1.007842541666667, 0, 1, 1, 1, 1, 1, 1, 1
1.010608625000000, 1, 1, 1, 1, 1, 1, 1, 1
1.013224875000000, 0, 1, 1, 1, 1, 1, 1, 1
1.016010333333333, 1, 1, 1, 1, 1, 1, 1, 1
1.018570750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.021317625000000, 1, 1, 1, 1, 1, 1, 1, 1
1.023906750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.026678875000000, 1, 1, 1, 1, 1, 1, 1, 1
1.029289333333334, 0, 1, 1, 1, 1, 1, 1, 1
1.032042833333333, 1, 1, 1, 1, 1, 1, 1, 1
1.034655458333333, 0, 1, 1, 1, 1, 1, 1, 1
1.037426500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.040041875000000, 0, 1, 1, 1, 1, 1, 1, 1
1.042830083333333, 1, 1, 1, 1, 1, 1, 1, 1
1.045385041666667, 0, 1, 1, 1, 1, 1, 1, 1
1.048136666666667, 1, 1, 1, 1, 1, 1, 1, 1
1.050721500000000, 0, 1, 1, 1, 1, 1, 1, 1
1.053497541666667, 1, 1, 1, 1, 1, 1, 1, 1
1.056105833333333, 0, 1, 1, 1, 1, 1, 1, 1
1.058862291666667, 1, 1, 1, 1, 1, 1, 1, 1
1.061471708333333, 0, 1, 1, 1, 1, 1, 1, 1
1.064242000000000, 1, 1, 1, 1, 1, 1, 1, 1
1.066858625000000, 0, 1, 1, 1, 1, 1, 1, 1
1.069645958333333, 1, 1, 1, 1, 1, 1, 1, 1
1.072198916666667, 0, 1, 1, 1, 1, 1, 1, 1
1.074956208333333, 1, 1, 1, 1, 1, 1, 1, 1
1.077537333333333, 0, 1, 1, 1, 1, 1, 1, 1
1.080315750000000, 1, 1, 1, 1, 1, 1, 1, 1
1.082922750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.085681916666667, 1, 1, 1, 1, 1, 1, 1, 1
1.088290166666667, 0, 1, 1, 1, 1, 1, 1, 1
1.091060166666667, 1, 1, 1, 1, 1, 1, 1, 1
1.093678666666667, 0, 1, 1, 1, 1, 1, 1, 1
1.096464958333333, 1, 1, 1, 1, 1, 1, 1, 1
1.099018166666667, 0, 1, 1, 1, 1, 1, 1, 1
1.101774583333333, 1, 1, 1, 1, 1, 1, 1, 1
1.104355416666667, 0, 1, 1, 1, 1, 1, 1, 1
1.107135708333333, 1, 1, 1, 1, 1, 1, 1, 1
1.109742458333333, 0, 1, 1, 1, 1, 1, 1, 1
1.112497291666667, 1, 1, 1, 1, 1, 1, 1, 1
1.115109500000000, 0, 1, 1, 1, 1, 1, 1, 1
1.117880166666667, 1, 1, 1, 1, 1, 1, 1, 1
1.120498166666667, 0, 1, 1, 1, 1, 1, 1, 1
1.123282083333333, 1, 1, 1, 1, 1, 1, 1, 1
1.125839958333333, 0, 1, 1, 1, 1, 1, 1, 1
1.128594958333333, 1, 1, 1, 1, 1, 1, 1, 1
1.131174625000000, 0, 1, 1, 1, 1, 1, 1, 1
1.133952458333333, 1, 1, 1, 1, 1, 1, 1, 1
1.136564250000000, 0, 1, 1, 1, 1, 1, 1, 1
1.139318875000000, 1, 1, 1, 1, 1, 1, 1, 1
1.141929166666667, 0, 1, 1, 1, 1, 1, 1, 1
1.144697791666667, 1, 1, 1, 1, 1, 1, 1, 1
1.147314750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.150099791666667, 1, 1, 1, 1, 1, 1, 1, 1
1.152659333333333, 0, 1, 1, 1, 1, 1, 1, 1
1.155411000000000, 1, 1, 1, 1, 1, 1, 1, 1
1.157996166666667, 0, 1, 1, 1, 1, 1, 1, 1
1.160769833333333, 1, 1, 1, 1, 1, 1, 1, 1
1.163382375000000, 0, 1, 1, 1, 1, 1, 1, 1
1.166132291666667, 1, 1, 1, 1, 1, 1, 1, 1
1.168749708333333, 0, 1, 1, 1, 1, 1, 1, 1
1.171514375000000, 1, 1, 1, 1, 1, 1, 1, 1
1.174132041666667, 0, 1, 1, 1, 1, 1, 1, 1
1.176916875000000, 1, 1, 1, 1, 1, 1, 1, 1
1.179476416666667, 0, 1, 1, 1, 1, 1, 1, 1
1.182225166666667, 1, 1, 1, 1, 1, 1, 1, 1
1.184812750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.187583375000000, 1, 1, 1, 1, 1, 1, 1, 1
1.190193791666667, 0, 1, 1, 1, 1, 1, 1, 1
1.192947416666667, 1, 1, 1, 1, 1, 1, 1, 1
1.195562791666667, 0, 1, 1, 1, 1, 1, 1, 1
1.198330916666667, 1, 1, 1, 1, 1, 1, 1, 1
1.200946958333333, 0, 1, 1, 1, 1, 1, 1, 1
1.203734666666667, 1, 1, 1, 1, 1, 1, 1, 1
1.206294833333333, 0, 1, 1, 1, 1, 1, 1, 1
1.209045000000000, 1, 1, 1, 1, 1, 1, 1, 1
1.211633333333333, 0, 1, 1, 1, 1, 1, 1, 1
1.214406583333334, 1, 1, 1, 1, 1, 1, 1, 1
1.217014791666667, 0, 1, 1, 1, 1, 1, 1, 1
1.219769625000000, 1, 1, 1, 1, 1, 1, 1, 1
1.222383625000000, 0, 1, 1, 1, 1, 1, 1, 1
1.225154166666667, 1, 1, 1, 1, 1, 1, 1, 1
1.227768708333334, 0, 1, 1, 1, 1, 1, 1, 1
1.230554291666667, 1, 1, 1, 1, 1, 1, 1, 1
1.233111750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.235864041666667, 1, 1, 1, 1, 1, 1, 1, 1
1.238447416666667, 0, 1, 1, 1, 1, 1, 1, 1
1.241225208333333, 1, 1, 1, 1, 1, 1, 1, 1
1.243832666666667, 0, 1, 1, 1, 1, 1, 1, 1
1.246589708333333, 1, 1, 1, 1, 1, 1, 1, 1
1.249200041666667, 0, 1, 1, 1, 1, 1, 1, 1
1.251969750000000, 1, 1, 1, 1, 1, 1, 1, 1
1.254585041666667, 0, 1, 1, 1, 1, 1, 1, 1
1.257373083333333, 1, 1, 1, 1, 1, 1, 1, 1
1.259927208333333, 0, 1, 1, 1, 1, 1, 1, 1
1.262683958333333, 1, 1, 1, 1, 1, 1, 1, 1
1.265263791666667, 0, 1, 1, 1, 1, 1, 1, 1
1.268044333333333, 1, 1, 1, 1, 1, 1, 1, 1
1.270649166666667, 0, 1, 1, 1, 1, 1, 1, 1
1.273407291666667, 1, 1, 1, 1, 1, 1, 1, 1
1.276017208333333, 0, 1, 1, 1, 1, 1, 1, 1
